step,crossentropy,val crossentropy,top k micro,val top k micro,top k macro,val top k macro,acc micro,val acc micro,acc macro,val acc macro,precission macro,val precission macro,recall macro,val recall macro,f1-score macro,val f1-score macro
1,1.3895915606617928,0.3378780397276084,0.71265625,0.97265625,0.5996758530288935,0.8565911849339803,0.54703125,0.8932291666666666,0.4826595615595579,0.831672340631485,0.46798591019469316,0.8301702489455541,0.4826595615595579,0.831672340631485,0.444210404867772,0.8185818543036779
2,0.41648593977093695,0.2590183267990748,0.95359375,0.9791666666666666,0.8568439716100693,0.9412165681521097,0.8690625,0.9231770833333334,0.8326969343423843,0.9218183755874634,0.8379883462190628,0.9097576836744944,0.8326969343423843,0.9218183755874634,0.8183811116218567,0.9044336179892222
3,0.2623909409344196,0.14708462233344713,0.97703125,0.9908854166666666,0.8836982005834579,0.9605776270230612,0.91453125,0.9440104166666666,0.8889181876182556,0.9264951099952062,0.8892426997423172,0.9269077082475027,0.8889181876182556,0.9264951099952062,0.8763813918828964,0.9192489037911097
4,0.23759080804884433,0.12213702624042828,0.981875,0.9921875,0.883367475271225,0.9427450001239777,0.92265625,0.9596354166666666,0.897480092048645,0.9387079328298569,0.8976968681812286,0.9488612165053686,0.897480092048645,0.9387079328298569,0.8864390307664871,0.9374617536862692
5,0.1904785893112421,0.12589066475629807,0.984375,0.9921875,0.9045519334077835,0.93227951725324,0.9396875,0.9557291666666666,0.9177774584293366,0.931299606959025,0.9192146915197372,0.9307383547226588,0.9177774584293366,0.931299606959025,0.9096402025222778,0.9250190208355585
6,0.12760611151345075,0.07912270491942763,0.99265625,0.9934895833333334,0.911890025138855,0.90792615711689,0.956875,0.9713541666666666,0.9445812141895295,0.967414398988088,0.9481728756427765,0.9644137173891068,0.9445812141895295,0.967414398988088,0.939721645116806,0.9618418018023173
7,0.21073954049497842,0.13076392840594053,0.98046875,0.9895833333333334,0.8952354943752289,0.9529029081265131,0.9359375,0.95703125,0.913542183637619,0.9578422258297602,0.9151505887508392,0.9506870061159134,0.913542183637619,0.9578422258297602,0.905238327383995,0.9482495983441671
8,0.14391645848751067,0.0927634323015809,0.991875,0.99609375,0.9186846357584,0.9381590634584427,0.9528125,0.9674479166666666,0.9377063488960267,0.9523145407438278,0.9369513738155365,0.9539061437050501,0.9377063488960267,0.9523145407438278,0.9301048451662064,0.9466956555843353
9,0.10679266505874693,0.10362592215339343,0.9934375,0.99609375,0.9154200696945191,0.9540675828854243,0.96484375,0.96484375,0.9548990088701248,0.955609659353892,0.9545837652683258,0.9440262118975321,0.9548990088701248,0.955609659353892,0.9490660959482193,0.9436032424370447
10,0.15111136313527823,0.10725069666902225,0.98921875,0.9921875,0.9028994750976562,0.916940708955129,0.95015625,0.9544270833333334,0.934144606590271,0.9458239277203878,0.9360269927978515,0.9415313154459,0.934144606590271,0.9458239277203878,0.9279483914375305,0.937150220076243
11,0.11779444994404913,0.14715107840796313,0.99265625,0.9973958333333334,0.8967245370149612,0.9123161882162094,0.96078125,0.9388020833333334,0.9485181897878647,0.9268814772367477,0.9460064923763275,0.9323037713766098,0.9485181897878647,0.9268814772367477,0.9410634309053421,0.9237957199414571
12,0.08213685777853243,0.09728178350875775,0.99484375,0.9934895833333334,0.9038251167535782,0.9011484930912653,0.9715625,0.9700520833333334,0.9589384073019027,0.9538965672254562,0.9580796360969543,0.9524039924144745,0.9589384073019027,0.9538965672254562,0.9545956838130951,0.9485851377248764
13,0.09833726989571005,0.11777652303377788,0.9940625,0.9973958333333334,0.9050748056173324,0.9396559695402781,0.96609375,0.9583333333333334,0.9598851597309113,0.9605673501888911,0.9614336413145065,0.956620529294014,0.9598851597309113,0.9605673501888911,0.9558221131563187,0.9514502882957458
14,0.09646433899179101,0.0684060559918483,0.99390625,0.9973958333333334,0.9184909629821777,0.9529317716757456,0.96734375,0.97265625,0.9564409846067429,0.9761765499909719,0.9564080286026001,0.9702000717322031,0.9564409846067429,0.9761765499909719,0.9513325452804565,0.9683449814716975
15,0.0680143477814272,0.10569301589081685,0.996875,0.9973958333333334,0.9139885801076889,0.9134531915187836,0.97703125,0.96484375,0.9695573544502258,0.9490003436803818,0.9697790765762329,0.9576588322718939,0.9695573544502258,0.9490003436803818,0.9663032114505767,0.9482065935929617
16,0.091420649853535,0.17300609549662718,0.994375,0.9921875,0.8975223088264466,0.893274575471878,0.9684375,0.96484375,0.9587478005886078,0.9429012487332026,0.9582328248023987,0.9454121539990107,0.9587478005886078,0.9429012487332026,0.9530717450380325,0.9364450027545294
17,0.06246171423466876,0.06486597870631765,0.99609375,0.9973958333333334,0.9126436400413513,0.9204264432191849,0.9765625,0.9752604166666666,0.967034301161766,0.9656400134166082,0.9654103237390518,0.9610233902931213,0.967034301161766,0.9656400134166082,0.9628675204515457,0.9593117187420527
