step,crossentropy,val crossentropy,top k micro,val top k micro,top k macro,val top k macro,acc micro,val acc micro,acc macro,val acc macro,precission macro,val precission macro,recall macro,val recall macro,f1-score macro,val f1-score macro
1,4.244269711630685,2.636584758758545,0.3265306204557419,0.4523809552192688,0.26651772218091146,0.3613445460796356,0.14965986673321044,0.1666666716337204,0.1287840200322015,0.13253968954086304,0.0995355700807912,0.07500000298023224,0.1287840200322015,0.13253968954086304,0.0947138001876218,0.0805291011929512
2,2.7304832254137312,2.616856098175049,0.3707483070237296,0.4285714328289032,0.297008467572076,0.3110119104385376,0.17006803091083253,0.1666666716337204,0.15328603024993623,0.130952388048172,0.12067827742014613,0.13055555522441864,0.15328603024993623,0.130952388048172,0.11175559195024627,0.1020105853676796
3,2.5700830050877164,2.5323312282562256,0.47278912152562824,0.380952388048172,0.35217532089778353,0.3207283020019531,0.21428572067192622,0.2142857164144516,0.1535100479211126,0.24319729208946228,0.14552895990865572,0.14126984775066376,0.1535100479211126,0.24319729208946228,0.1276716696364539,0.13245613873004913
4,2.3257817881447926,2.5893630981445312,0.5748299445424762,0.3571428656578064,0.42346049206597464,0.406349241733551,0.31972789977278027,0.1190476194024086,0.24716474754469736,0.14115646481513977,0.19183341520173208,0.17216117680072784,0.24716474754469736,0.14115646481513977,0.20478469346250808,0.09234693646430969
5,2.139479603086199,2.5494704246520996,0.6054421833583287,0.4047619104385376,0.4452760304723467,0.39523810148239136,0.3265306225844792,0.1190476194024086,0.24149977947984422,0.14115646481513977,0.20289516874722072,0.06680402904748917,0.24149977947984422,0.14115646481513977,0.19641934973852976,0.0692228376865387
6,2.085748076438904,2.387981414794922,0.615646264382771,0.5476190447807312,0.4701609356062753,0.5459184050559998,0.3571428656578064,0.2142857164144516,0.2710385407720293,0.18962585926055908,0.22606672559465682,0.14795920252799988,0.2710385407720293,0.18962585926055908,0.22394240541117533,0.12811791896820068
7,1.9500929117202759,2.3218281269073486,0.6768707462719509,0.5714285969734192,0.498491495847702,0.5079365372657776,0.363945586340768,0.2380952388048172,0.2558802770716803,0.19982993602752686,0.20134034752845764,0.1458333432674408,0.2558802770716803,0.19982993602752686,0.20091416793210165,0.13035714626312256
8,1.8603863034929549,2.2786173820495605,0.6700680341039386,0.523809552192688,0.47591752665383474,0.5142858028411865,0.3843537483896528,0.2380952388048172,0.2660467454365322,0.2270408272743225,0.2129569383604186,0.23545919358730316,0.2660467454365322,0.2270408272743225,0.2233018981558936,0.17694807052612305
9,1.718357869556972,2.3172128200531006,0.7074829936027527,0.6190476417541504,0.5086354059832436,0.5396825671195984,0.44557824305125643,0.2142857164144516,0.3134828976222447,0.19557824730873108,0.3178569163594927,0.16839827597141266,0.3134828976222447,0.19557824730873108,0.28783520417554037,0.14117828011512756
10,1.571351408958435,2.230011463165283,0.7891156332833427,0.5952380895614624,0.6243159856115069,0.5301587581634521,0.48639456714902607,0.2380952388048172,0.3942727191107614,0.2270408272743225,0.3282029075281961,0.2428571581840515,0.3942727191107614,0.2270408272743225,0.3393333511693137,0.18084415793418884
