step,crossentropy,val crossentropy,top k micro,val top k micro,top k macro,val top k macro,acc micro,val acc micro,acc macro,val acc macro,precission macro,val precission macro,recall macro,val recall macro,f1-score macro,val f1-score macro
1,2.715074673797613,2.5867944860110317,0.39140838650866,0.44525547445255476,0.2787063854696431,0.34896304915203663,0.14494074749316319,0.16149635036496351,0.11764216592149943,0.13689607523218558,0.04262874850709545,0.030035628019458187,0.11764216592149943,0.13689607523218558,0.05412194173046156,0.04779298095046169
2,2.6237292821122606,2.585005560060487,0.40371467639015496,0.44525547445255476,0.29964541870703343,0.3439462489999124,0.1509799453053783,0.16149635036496351,0.12019892217576124,0.13523636040461323,0.04566326875786349,0.030725365545410308,0.12019892217576124,0.13523636040461323,0.05693872472646569,0.04791316116758942
3,2.62315345429896,2.5779826449651786,0.4082725615314494,0.44616788321167883,0.313584676924193,0.3533252331353452,0.15223336371923427,0.16149635036496351,0.11964926309374212,0.13048314526133295,0.043550752208601266,0.028847324260830007,0.11964926309374212,0.13048314526133295,0.055352792753383805,0.045716674114665845
4,2.6302441168396498,2.5621401985196304,0.4079307201458523,0.44616788321167883,0.3139159129584444,0.351063037875795,0.1532588878760255,0.16149635036496351,0.12370172957995858,0.13482794916107707,0.04042721506286287,0.03055483208846872,0.12370172957995858,0.13482794916107707,0.053227474345887586,0.04799438567057143
5,2.61625142008365,2.5822910984067153,0.4097538742023701,0.44525547445255476,0.31922833130456363,0.3352247818108023,0.1554238833181404,0.16149635036496351,0.12748676365277065,0.12652937415307455,0.038127515081285666,0.028188000412753027,0.12748676365277065,0.12652937415307455,0.05236224366102364,0.044666161978223026
