step,crossentropy,val crossentropy,top k micro,val top k micro,top k macro,val top k macro,acc micro,val acc micro,acc macro,val acc macro,precission macro,val precission macro,recall macro,val recall macro,f1-score macro,val f1-score macro
1,2.8751449386278787,2.201578378677368,0.3630952462553978,0.5,0.21373277033368746,0.1944444477558136,0.2261904819558064,0.3571428656578064,0.11897632759064436,0.119047611951828,0.10093515544819336,0.13186275959014893,0.11897632759064436,0.119047611951828,0.07849712716415524,0.10195707529783249
2,2.2494522531827292,2.114368438720703,0.4880952437718709,0.4523809552192688,0.2749728088577588,0.20000001788139343,0.3174603258570035,0.3095238208770752,0.16913303546607494,0.1071428656578064,0.12249759398400784,0.05162064731121063,0.16913303546607494,0.1071428656578064,0.12204374745488167,0.06543456763029099
3,2.224045773347219,2.147214889526367,0.4722222288449605,0.523809552192688,0.2517666506270568,0.29807692766189575,0.3035714365541935,0.3095238208770752,0.1383415808280309,0.1538461595773697,0.12378497949490945,0.17735043168067932,0.1383415808280309,0.1538461595773697,0.10137679458906253,0.1385706514120102
4,2.1103278597195945,1.8097120523452759,0.4880952487389247,0.5952380895614624,0.2704831014076869,0.31060606241226196,0.2976190559566021,0.4285714328289032,0.14909973305960497,0.1666666716337204,0.1023764895896117,0.1066666692495346,0.14909973305960497,0.1666666716337204,0.10674839032193024,0.12380953133106232
5,2.0170623461405435,1.7740111351013184,0.5178571492433548,0.6428571343421936,0.3029053136706352,0.29722222685813904,0.357142864416043,0.4761904776096344,0.18444444549580416,0.20000001788139343,0.17431064633031687,0.2199999988079071,0.18444444549580416,0.20000001788139343,0.1500717643648386,0.1798701286315918
6,2.0737923284371695,1.8567270040512085,0.5416666716337204,0.5476190447807312,0.32073480760057765,0.3202381134033203,0.3888888967533906,0.4761904776096344,0.20382455984751383,0.28439152240753174,0.17359530801574388,0.3222222328186035,0.20382455984751383,0.28439152240753174,0.1661273588736852,0.24682539701461792
7,1.934209128220876,1.9797019958496094,0.591269850730896,0.523809552192688,0.38302723815043765,0.3144444525241852,0.4186508059501648,0.3571428656578064,0.2224364516635736,0.18571428954601288,0.19593485941489538,0.11077097058296204,0.2224364516635736,0.18571428954601288,0.1849938929080963,0.1329670399427414
8,1.875460833311081,1.9735586643218994,0.5853174676497778,0.6190476417541504,0.3711186597744624,0.3888888955116272,0.4226190547148387,0.4285714328289032,0.2436696340640386,0.16363635659217834,0.1787924145658811,0.08145976066589355,0.2436696340640386,0.16363635659217834,0.18397583067417145,0.1085137128829956
9,1.8886964321136475,2.166947603225708,0.5813492139180502,0.5,0.3680557186404864,0.3053113520145416,0.4166666778425376,0.3095238208770752,0.23801316941777864,0.14708995819091797,0.20623617184658846,0.1557539701461792,0.23801316941777864,0.14708995819091797,0.19471467348436514,0.12315725535154343
10,1.8388785223166149,1.9484703540802002,0.573412706454595,0.523809552192688,0.3618932478129864,0.30373626947402954,0.4325396915276845,0.380952388048172,0.2347420478860537,0.24420024454593658,0.19870025912920633,0.20185185968875885,0.2347420478860537,0.24420024454593658,0.1920609287917614,0.21261486411094666
11,1.8263268570105236,1.8508331775665283,0.5634920671582222,0.5714285969734192,0.36588137100140256,0.2589285969734192,0.4404761989911397,0.4761904776096344,0.26571126530567807,0.2371794879436493,0.24740180062750974,0.378917396068573,0.26571126530567807,0.2371794879436493,0.22008995215098062,0.23535293340682983
12,1.6680908203125,1.6490072011947632,0.6408730149269104,0.5714285969734192,0.42497119804223377,0.3493589758872986,0.4722222288449605,0.4523809552192688,0.29908664524555206,0.23170164227485657,0.26534438754121464,0.2242424190044403,0.29908664524555206,0.23170164227485657,0.2552124274273713,0.2124944031238556
13,1.6375990509986877,2.7578063011169434,0.6289682562152544,0.4523809552192688,0.42757217213511467,0.3083028197288513,0.4781746094425519,0.2142857164144516,0.3162022568285465,0.15628816187381744,0.29861775288979214,0.1213286742568016,0.3162022568285465,0.15628816187381744,0.28243060906728107,0.09124746173620224
14,1.6516264875729878,2.2075228691101074,0.6428571492433548,0.4523809552192688,0.43568193912506104,0.23452380299568176,0.4801587363084157,0.3095238208770752,0.28890973950425786,0.16410256922245026,0.26857027411460876,0.11343101412057877,0.28890973950425786,0.16410256922245026,0.2521817746261756,0.1313609480857849
15,1.5557251969973247,2.342621326446533,0.6746031790971756,0.4523809552192688,0.4577235107620557,0.30079367756843567,0.4980158781011899,0.2380952388048172,0.328934704264005,0.16507937014102936,0.29260265454649925,0.162956103682518,0.328934704264005,0.16507937014102936,0.28724561631679535,0.15654762089252472
16,1.4952404201030731,2.0798556804656982,0.668650800983111,0.5476190447807312,0.479868250588576,0.3857142925262451,0.5059523905316988,0.3571428656578064,0.33860407769680023,0.22202381491661072,0.3314400091767311,0.20844018459320068,0.33860407769680023,0.22202381491661072,0.310865535090367,0.18611112236976624
17,1.4214061200618744,2.148707866668701,0.7023809601863226,0.5476190447807312,0.49475601067145664,0.2852916419506073,0.531746044754982,0.4047619104385376,0.3722175061702728,0.20650184154510498,0.35308000942071277,0.20879916846752167,0.3722175061702728,0.20650184154510498,0.33599673211574554,0.1944444477558136
18,1.385618547598521,2.254716396331787,0.726190467675527,0.5,0.507356216510137,0.39000001549720764,0.5555555646618208,0.380952388048172,0.3853587980071704,0.30000001192092896,0.36765919749935466,0.2963659167289734,0.3853587980071704,0.30000001192092896,0.35404601817329723,0.24690331518650055
19,1.3182819187641144,2.0381977558135986,0.7341269850730896,0.5476190447807312,0.4903378263115883,0.3657265305519104,0.5793650895357132,0.4047619104385376,0.38878656923770905,0.2199145406484604,0.3960530733068784,0.2544444501399994,0.38878656923770905,0.2199145406484604,0.36649733781814575,0.22111111879348755
20,1.245784193277359,1.8120144605636597,0.7757936517397562,0.6190476417541504,0.5429480200012525,0.4220779538154602,0.6011904800931612,0.4047619104385376,0.4510369151830673,0.2882672846317291,0.4368103543917338,0.2670940160751343,0.4510369151830673,0.2882672846317291,0.4164581497510274,0.24088281393051147
21,1.2097806483507156,2.4242610931396484,0.7817460298538208,0.523809552192688,0.5070065905650457,0.32777780294418335,0.5972222238779068,0.3095238208770752,0.4062726820508639,0.18666666746139526,0.39676521718502045,0.13987240195274353,0.4062726820508639,0.18666666746139526,0.3758203685283661,0.1414576768875122
22,1.304484983285268,1.8620195388793945,0.7440476218859354,0.523809552192688,0.5088149483005205,0.3809523582458496,0.5753968358039856,0.4285714328289032,0.4203787421186765,0.33476191759109497,0.399511493742466,0.28630954027175903,0.4203787421186765,0.33476191759109497,0.3728666032354037,0.29729825258255005
