step,crossentropy,val crossentropy,top k micro,val top k micro,top k macro,val top k macro,acc micro,val acc micro,acc macro,val acc macro,precission macro,val precission macro,recall macro,val recall macro,f1-score macro,val f1-score macro
1,2.6477882200300202,2.585689041736352,0.398359161349134,0.44525547445255476,0.30039318603758064,0.3356998123391701,0.14642206016408388,0.16058394160583941,0.11825364582247373,0.1276155746113645,0.03822386846007438,0.029462113908498826,0.11825364582247373,0.1276155746113645,0.0504388285727803,0.04624573130459681
2,2.622332257255165,2.6037039739372085,0.41020966271649956,0.44525547445255476,0.31404534939238454,0.33329279111684673,0.14847310847766637,0.16149635036496351,0.11916138830789133,0.13315954423733872,0.03188952717016584,0.029829249819264794,0.11916138830789133,0.13315954423733872,0.04607222949849983,0.04732749902092628
3,2.7438631783644505,2.6504103476113645,0.4077028258887876,0.44525547445255476,0.319104946708288,0.3528444077411707,0.15291704649042845,0.16149635036496351,0.1271917672425427,0.13479319084299743,0.02960142048386519,0.029679354103486034,0.1271917672425427,0.13479319084299743,0.04505462759771234,0.04669720236293591
4,2.6378080318923853,2.595686722845927,0.410665451230629,0.44525547445255476,0.3215573583691361,0.34081798993105433,0.1562215132178669,0.16058394160583941,0.12806246801192042,0.13490615513202917,0.02782629638801625,0.030660193454283866,0.12806246801192042,0.13490615513202917,0.04415792450750265,0.04800183691736991
5,2.6133424944516843,2.581557482698538,0.410665451230629,0.44525547445255476,0.32072463994990075,0.3432510802454322,0.15610756608933454,0.16149635036496351,0.1268253276971871,0.13330726760582332,0.027916368856048084,0.029736922849921413,0.1268253276971871,0.13330726760582332,0.04413219380176328,0.04698254808402844
6,2.607515223806515,2.577154058609566,0.41020966271649956,0.44525547445255476,0.31833609096441035,0.3401344083521488,0.15587967183226983,0.16149635036496351,0.12950905392739376,0.13210810220589603,0.028181838562734148,0.029558785925925212,0.12950905392739376,0.13210810220589603,0.04475692679312627,0.04680014596096355
7,2.60466219602983,2.5753638013435975,0.4105515041020966,0.44525547445255476,0.3196177248628224,0.34923242761270845,0.1562215132178669,0.16058394160583941,0.12984221362752488,0.13595759825114787,0.028210732269159423,0.029396941994119734,0.12984221362752488,0.13595759825114787,0.04472891774636404,0.0467180679858166
8,2.6042223728670244,2.574179585832749,0.4105515041020966,0.44616788321167883,0.32225551048027135,0.35134689955815784,0.1559936189608022,0.16149635036496351,0.12841299102864923,0.13085679840432465,0.028606969824123623,0.029723888371873945,0.12841299102864923,0.13085679840432465,0.04503454992661394,0.04697306849823816
9,2.6035956180193476,2.5753617234473682,0.410665451230629,0.44525547445255476,0.31999863450540234,0.3564853526271173,0.1562215132178669,0.16149635036496351,0.12737661476502554,0.1401633676821298,0.027866177887417232,0.03155413683313523,0.12737661476502554,0.1401633676821298,0.044150834750305984,0.0496240131774523
10,2.6035048660627798,2.575751273301396,0.41043755697356427,0.44525547445255476,0.3171995140224994,0.3482852612424941,0.15610756608933454,0.16149635036496351,0.12748188027600973,0.1393204763205382,0.02790022640571392,0.02882668653326313,0.12748188027600973,0.1393204763205382,0.04416241276408176,0.046183314731847634
