step,crossentropy,val crossentropy,top k micro,val top k micro,top k macro,val top k macro,acc micro,val acc micro,acc macro,val acc macro,precission macro,val precission macro,recall macro,val recall macro,f1-score macro,val f1-score macro
1,0.973259640438185,0.48097824490200863,0.9029170464904285,0.9808394160583942,0.4744152876674966,0.5033849340720769,0.6889243391066545,0.8458029197080292,0.6045038376441574,0.7927123340812042,0.5856256494680615,0.7760717331492988,0.6045038376441574,0.7927123340812042,0.5808198239277359,0.7745812707138757
2,0.4755546308378116,0.36123250684544556,0.9764129443938013,0.9881386861313869,0.48661157430413643,0.4928631971787362,0.8416134913400183,0.8759124087591241,0.7732609886957932,0.8148056553663129,0.7689026196299625,0.8173275731340812,0.7732609886957932,0.8148056553663129,0.7619417335162297,0.8089852587585031
3,0.38706620528431457,0.3257521000439233,0.9834776663628076,0.9908759124087592,0.49249217738698803,0.5191247186956615,0.8662260711030082,0.8877737226277372,0.8062605594735637,0.8401155843786949,0.8014881875613873,0.8392002784857785,0.8062605594735637,0.8401155843786949,0.795885230547858,0.8336826678175125
4,0.3231633898229894,0.30428782529639503,0.9872379216043756,0.9908759124087592,0.4923859547514642,0.506691287686355,0.8881039197812215,0.8777372262773723,0.8379912526909612,0.8313057711959755,0.8341858642771772,0.8320301973471677,0.8379912526909612,0.8313057711959755,0.8287425967189759,0.8238757829161456
5,0.2864485909971735,0.24589970024356986,0.9897447584320875,0.9927007299270073,0.49515091184333115,0.5050831130386269,0.8975615314494074,0.9041970802919708,0.8467524467323081,0.8571724145516862,0.8448400832950362,0.8492456563632854,0.8467524467323081,0.8571724145516862,0.8397104298948915,0.8479355527971782
