step,crossentropy,val crossentropy,top k micro,val top k micro,top k macro,val top k macro,acc micro,val acc micro,acc macro,val acc macro,precission macro,val precission macro,recall macro,val recall macro,f1-score macro,val f1-score macro
1,2.6587690976414367,2.2853133818682503,0.4280337591240876,0.6626838235294118,0.23151201790157896,0.3442133630023283,0.20358120437956204,0.39246323529411764,0.09722305157215055,0.17387395220644333,0.07418677589879881,0.17352214850047054,0.09722305157215055,0.17387395220644333,0.06210419435196821,0.14432899434776866
2,2.1241760593261163,1.822751991889056,0.6998175182481752,0.7895220588235294,0.40527937599342234,0.48689163081786213,0.4229014598540146,0.5606617647058824,0.22408121062891326,0.31607825615826773,0.23941127406637164,0.31084795909769397,0.22408121062891326,0.31607825615826773,0.20476633081906034,0.29518232450765725
3,1.7672231588920537,1.5121714928570915,0.7745209854014599,0.8419117647058824,0.4798789507281171,0.526672792785308,0.5133439781021898,0.5909926470588235,0.29883736741803857,0.34749360996134143,0.30742777035619223,0.3260119697626899,0.29883736741803857,0.34749360996134143,0.28020669835327316,0.3218782614259159
4,1.541872141135,1.317695603651159,0.8142107664233577,0.8713235294117647,0.5322151334181319,0.5724080099779016,0.5562271897810219,0.6387867647058824,0.34275678082974287,0.39405448296490836,0.34691503959415604,0.40605654435999256,0.34275678082974287,0.39405448296490836,0.32303293701941077,0.3777836087872
5,1.4020903597782999,1.186287003404954,0.8306341240875912,0.8878676470588235,0.5570732261577662,0.6040676586768207,0.5814324817518248,0.6681985294117647,0.3684546789766228,0.4383276823688956,0.37575377697927237,0.4415516642963185,0.3684546789766228,0.4383276823688956,0.34994158877508486,0.4185103756539962
6,1.2949241430219942,1.0920576383085812,0.8508211678832117,0.8970588235294118,0.5778625572684908,0.5939735559856191,0.603558394160584,0.6829044117647058,0.3844240342613554,0.434223984970766,0.3971491795386711,0.4243876338005066,0.3844240342613554,0.434223984970766,0.3687046081045248,0.41071076252881217
7,1.1986088965931079,1.0049215905806597,0.8705520072992701,0.9163602941176471,0.604440244009895,0.6349401754491469,0.630816605839416,0.6920955882352942,0.4161492694903464,0.4481676746817196,0.4238988768010244,0.44699596657472496,0.4161492694903464,0.4481676746817196,0.39847002390527375,0.4298883098013261
8,1.1360699503961271,0.9456411389743581,0.8842381386861314,0.9264705882352942,0.6268411700742959,0.6840260063900667,0.6459854014598541,0.7086397058823529,0.4304630660662686,0.4989897836657131,0.4433557917601871,0.4911174090469585,0.4304630660662686,0.4989897836657131,0.4167914742970989,0.4768868614645565
9,1.0888375587707018,0.8935036834548501,0.8893704379562044,0.9319852941176471,0.6400940905522255,0.6791527271270752,0.6578467153284672,0.7334558823529411,0.4446671990147472,0.4959795001675101,0.4554204705857883,0.49590789921143474,0.4446671990147472,0.4959795001675101,0.4305317717312026,0.48155391391585856
10,1.0415268757917586,0.846236930173986,0.8997490875912408,0.9365808823529411,0.6569603877346011,0.6814634659711052,0.671875,0.7417279411764706,0.4620410395364692,0.5091910309651319,0.4731519837884137,0.5075806905241573,0.4620410395364692,0.5091910309651319,0.4477654501904536,0.49364513509413777
11,1.002738132529015,0.8121950100449955,0.906021897810219,0.9411764705882353,0.6621258408918868,0.7010404888321372,0.6846487226277372,0.7389705882352942,0.47028058092959607,0.5231516939752242,0.4819377373604879,0.5067882993642021,0.47028058092959607,0.5231516939752242,0.45753580505830527,0.5001930945059833
12,0.9620466741332172,0.7808696837986216,0.9103558394160584,0.9411764705882353,0.6688725182609837,0.6918356138117173,0.6888686131386861,0.7564338235294118,0.4810287893688592,0.5294165979413425,0.49571404644172556,0.5257540467907401,0.4810287893688592,0.5294165979413425,0.4699750799332222,0.5151695574031157
13,0.9408989774919775,0.7538647686733919,0.9128649635036497,0.9485294117647058,0.6779080394410739,0.7033609257024878,0.6987910583941606,0.7711397058823529,0.4995896964177598,0.5630857418565189,0.5129532964125166,0.5638006171759438,0.4995896964177598,0.5630857418565189,0.4868977446190632,0.548098178470836
14,0.9066526628758785,0.7219688261256498,0.9203923357664233,0.9549632352941176,0.679424018320376,0.7253903466112473,0.7081432481751825,0.7693014705882353,0.49793539169060924,0.5586905198938706,0.5119220660115681,0.552148212404812,0.49793539169060924,0.5586905198938706,0.4876698290344572,0.5417871422627393
15,0.8919941291321803,0.6942366396679598,0.9213047445255474,0.953125,0.6888894360430919,0.7134604909840752,0.7173813868613139,0.7766544117647058,0.5074270265380831,0.5550927011405721,0.5265631632213175,0.5551106526571161,0.5074270265380831,0.5550927011405721,0.49904342398156215,0.5425230439971475
